lead_frequency_class,scenario,n_haplotypes,n_partners,replicate,lead_alt_frequency,n_monomorphic_panel_variants,fit_available,lead_state,n_conditioning_haplotypes,empirical_mode_available,empirical_mode_maximum_count,n_tied_empirical_modes,true_mode_in_empirical_mode_set,ld_sign_available,n_undefined_ld_sign_partners,true_top1_in_fitted_top10,top10_overlap_fraction,available,strategy,exact_true_mode,hamming_to_true_mode,true_log_probability,true_probability,true_probability_regret,true_rank_if_top10
common,balanced_q1,500,256,28,0.2058529985248143,2,True,1,97,True,1,97,False,False,2,True,0.4,False,ld_sign,,,,,,
common,balanced_q1,500,256,29,0.25918009889421173,2,True,0,367,True,1,367,False,False,2,True,0.3,True,fitted,True,0.0,-13.625819462348419,1.2088761128435276e-06,2.329340604949326e-21,1.0
common,balanced_q1,500,256,29,0.25918009889421173,2,True,0,367,True,1,367,False,False,2,True,0.3,True,empirical_mode,False,120.0,-47.5369380671334,2.2644884549911936e-21,1.2088761128435276e-06,
common,balanced_q1,500,256,29,0.25918009889421173,2,True,0,367,True,1,367,False,False,2,True,0.3,False,ld_sign,,,,,,
common,balanced_q1,500,256,29,0.25918009889421173,2,True,1,133,True,1,133,False,False,2,False,0.0,True,fitted,False,4.0,-22.223379511661154,2.231047973327072e-10,4.610584810870654e-06,
common,balanced_q1,500,256,29,0.25918009889421173,2,True,1,133,True,1,133,False,False,2,False,0.0,True,empirical_mode,False,135.0,-35.16414972002855,5.350616392785928e-16,4.610807915132926e-06,
common,balanced_q1,500,256,29,0.25918009889421173,2,True,1,133,True,1,133,False,False,2,False,0.0,False,ld_sign,,,,,,
common,balanced_q1,500,32,0,0.37234798372033956,0,True,0,325,True,8,1,True,True,0,True,0.9,True,fitted,True,0.0,-3.5763468171629467,0.02797771951537978,1.3877787807814457e-17,1.0
common,balanced_q1,500,32,0,0.37234798372033956,0,True,0,325,True,8,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-3.5763468171629467,0.02797771951537978,1.3877787807814457e-17,1.0
common,balanced_q1,500,32,0,0.37234798372033956,0,True,0,325,True,8,1,True,True,0,True,0.9,True,ld_sign,False,18.0,-10.150627559722402,3.905156679381993e-05,0.027938667948585974,
common,balanced_q1,500,32,0,0.37234798372033956,0,True,1,175,True,6,1,True,True,0,True,0.9,True,fitted,False,6.0,-3.9726318233296176,0.018823826899573567,0.009217176421867396,3.0
common,balanced_q1,500,32,0,0.37234798372033956,0,True,1,175,True,6,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-3.5740874356641408,0.02804100332144095,1.3877787807814457e-17,1.0
common,balanced_q1,500,32,0,0.37234798372033956,0,True,1,175,True,6,1,True,True,0,True,0.9,True,ld_sign,False,14.0,-7.8283303137100875,0.00039828994467165066,0.027642713376769313,
common,balanced_q1,500,32,1,0.20163534599146404,0,True,0,401,True,7,1,False,True,0,True,1.0,True,fitted,False,2.0,-4.093063630569269,0.016688029206603047,0.00038494294286686714,2.0
common,balanced_q1,500,32,1,0.20163534599146404,0,True,0,401,True,7,1,False,True,0,True,1.0,True,empirical_mode,False,1.0,-4.212859187893008,0.014803980407884477,0.002268991741585437,3.0
common,balanced_q1,500,32,1,0.20163534599146404,0,True,0,401,True,7,1,False,True,0,True,1.0,True,ld_sign,False,13.0,-40.06324502153416,3.9879872394535964e-18,0.01707297214946991,
common,balanced_q1,500,32,1,0.20163534599146404,0,True,1,99,True,3,1,False,True,0,True,0.9,True,fitted,True,0.0,-3.955508892645045,0.019148921324485667,6.938893903907228e-18,1.0
common,balanced_q1,500,32,1,0.20163534599146404,0,True,1,99,True,3,1,False,True,0,True,0.9,True,empirical_mode,False,4.0,-5.712410896433673,0.003304695654068049,0.015844225670417624,
common,balanced_q1,500,32,1,0.20163534599146404,0,True,1,99,True,3,1,False,True,0,True,0.9,True,ld_sign,False,12.0,-8.734985156738503,0.00016085854900910472,0.01898806277547657,
common,balanced_q1,500,32,2,0.06435498043955021,0,True,0,470,True,19,1,True,True,0,True,0.9,True,fitted,True,0.0,-3.540055465240387,0.02901171789566339,1.3877787807814457e-17,1.0
common,balanced_q1,500,32,2,0.06435498043955021,0,True,0,470,True,19,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-3.540055465240387,0.02901171789566339,1.3877787807814457e-17,1.0
common,balanced_q1,500,32,2,0.06435498043955021,0,True,0,470,True,19,1,True,True,0,True,0.9,True,ld_sign,False,19.0,-9.081312377687707,0.00011377219734370597,0.0288979456983197,
common,balanced_q1,500,32,2,0.06435498043955021,0,True,1,30,True,2,3,False,True,0,True,0.9,True,fitted,True,0.0,-2.7367180193057346,0.06478261366227892,0.0,1.0
common,balanced_q1,500,32,2,0.06435498043955021,0,True,1,30,True,2,3,False,True,0,True,0.9,True,empirical_mode,False,1.0,-3.8085356104446406,0.0221806362782531,0.04260197738402581,4.0
common,balanced_q1,500,32,2,0.06435498043955021,0,True,1,30,True,2,3,False,True,0,True,0.9,True,ld_sign,False,8.0,-5.877046192263293,0.0028030527376410636,0.06197956092463785,
common,balanced_q1,500,32,3,0.37663661089355865,0,True,0,316,True,13,1,True,True,0,True,1.0,True,fitted,True,0.0,-2.895721408596472,0.05525914628879775,0.0,1.0
common,balanced_q1,500,32,3,0.37663661089355865,0,True,0,316,True,13,1,True,True,0,True,1.0,True,empirical_mode,True,0.0,-2.895721408596472,0.05525914628879775,0.0,1.0
common,balanced_q1,500,32,3,0.37663661089355865,0,True,0,316,True,13,1,True,True,0,True,1.0,True,ld_sign,False,17.0,-9.732517755750713,5.9322745686409456e-05,0.05519982354311134,
common,balanced_q1,500,32,3,0.37663661089355865,0,True,1,184,True,9,1,True,True,0,True,0.8,True,fitted,True,0.0,-3.221218837516942,0.039906389202516296,-2.0816681711721685e-17,1.0
common,balanced_q1,500,32,3,0.37663661089355865,0,True,1,184,True,9,1,True,True,0,True,0.8,True,empirical_mode,True,0.0,-3.221218837516942,0.039906389202516296,-2.0816681711721685e-17,1.0
common,balanced_q1,500,32,3,0.37663661089355865,0,True,1,184,True,9,1,True,True,0,True,0.8,True,ld_sign,False,15.0,-7.048868792090224,0.0008683907323716852,0.03903799847014459,
common,balanced_q1,500,32,4,0.07570650187945616,0,True,0,464,True,8,1,True,True,0,True,0.8,True,fitted,True,0.0,-3.749336118462846,0.023533364037015767,2.0816681711721685e-17,1.0
common,balanced_q1,500,32,4,0.07570650187945616,0,True,0,464,True,8,1,True,True,0,True,0.8,True,empirical_mode,True,0.0,-3.749336118462846,0.023533364037015767,2.0816681711721685e-17,1.0
common,balanced_q1,500,32,4,0.07570650187945616,0,True,0,464,True,8,1,True,True,0,True,0.8,True,ld_sign,False,16.0,-7.803212753996559,0.00040842071362463947,0.02312494332339115,
common,balanced_q1,500,32,4,0.07570650187945616,0,True,1,36,True,2,3,False,True,0,True,0.7,True,fitted,False,1.0,-4.485471469593717,0.01127157206429927,0.004248819156863532,2.0
common,balanced_q1,500,32,4,0.07570650187945616,0,True,1,36,True,2,3,False,True,0,True,0.7,True,empirical_mode,False,1.0,-4.85751080863567,0.0077698003599276895,0.007750590861235112,9.0
common,balanced_q1,500,32,4,0.07570650187945616,0,True,1,36,True,2,3,False,True,0,True,0.7,True,ld_sign,False,10.0,-6.503181098185952,0.0014986642041688826,0.014021727016993918,
common,balanced_q1,500,32,5,0.3213124164117528,0,True,0,371,True,10,2,False,True,0,True,0.9,True,fitted,True,0.0,-3.5283997707036754,0.029351847993003916,5.204170427930421e-17,1.0
common,balanced_q1,500,32,5,0.3213124164117528,0,True,0,371,True,10,2,False,True,0,True,0.9,True,empirical_mode,False,1.0,-4.276235016377247,0.013894877716345913,0.015456970276658055,3.0
common,balanced_q1,500,32,5,0.3213124164117528,0,True,0,371,True,10,2,False,True,0,True,0.9,True,ld_sign,False,19.0,-9.279710186521916,9.329815861103057e-05,0.02925854983439294,
common,balanced_q1,500,32,5,0.3213124164117528,0,True,1,129,True,4,3,True,True,0,True,0.7,True,fitted,True,0.0,-3.772729530412687,0.02298922777414202,-2.0816681711721685e-17,1.0
common,balanced_q1,500,32,5,0.3213124164117528,0,True,1,129,True,4,3,True,True,0,True,0.7,True,empirical_mode,True,0.0,-3.772729530412687,0.02298922777414202,-2.0816681711721685e-17,1.0
common,balanced_q1,500,32,5,0.3213124164117528,0,True,1,129,True,4,3,True,True,0,True,0.7,True,ld_sign,False,13.0,-6.7701531628417175,0.0011475188801883843,0.021841708893953614,
common,balanced_q1,500,32,6,0.2644265689486064,0,True,0,358,True,21,1,False,True,0,True,1.0,True,fitted,False,1.0,-2.916141866693845,0.054142172579040145,0.002855082393505598,2.0
common,balanced_q1,500,32,6,0.2644265689486064,0,True,0,358,True,21,1,False,True,0,True,1.0,True,empirical_mode,False,1.0,-2.916141866693845,0.054142172579040145,0.002855082393505598,2.0
common,balanced_q1,500,32,6,0.2644265689486064,0,True,0,358,True,21,1,False,True,0,True,1.0,True,ld_sign,False,11.0,-8.128430294000976,0.00029503094937231015,0.05670222402317343,
common,balanced_q1,500,32,6,0.2644265689486064,0,True,1,142,True,3,1,True,True,0,True,0.8,True,fitted,True,0.0,-4.244188953966078,0.01434736533522193,-1.3877787807814457e-17,1.0
common,balanced_q1,500,32,6,0.2644265689486064,0,True,1,142,True,3,1,True,True,0,True,0.8,True,empirical_mode,True,0.0,-4.244188953966078,0.01434736533522193,-1.3877787807814457e-17,1.0
common,balanced_q1,500,32,6,0.2644265689486064,0,True,1,142,True,3,1,True,True,0,True,0.8,True,ld_sign,False,20.0,-7.6780806693513535,0.00046286243282697524,0.01388450290239494,
common,balanced_q1,500,32,7,0.35389529389400115,0,True,0,325,True,17,1,True,True,0,True,1.0,True,fitted,True,0.0,-3.273550989657916,0.037871705983861095,-1.3877787807814457e-17,1.0
common,balanced_q1,500,32,7,0.35389529389400115,0,True,0,325,True,17,1,True,True,0,True,1.0,True,empirical_mode,True,0.0,-3.273550989657916,0.037871705983861095,-1.3877787807814457e-17,1.0
common,balanced_q1,500,32,7,0.35389529389400115,0,True,0,325,True,17,1,True,True,0,True,1.0,True,ld_sign,False,17.0,-8.948280773177201,0.00012996039949585714,0.03774174558436522,
common,balanced_q1,500,32,7,0.35389529389400115,0,True,1,175,True,8,1,True,True,0,True,0.9,True,fitted,True,0.0,-3.0123228924431453,0.049177312374191866,4.163336342344337e-17,1.0
common,balanced_q1,500,32,7,0.35389529389400115,0,True,1,175,True,8,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-3.0123228924431453,0.049177312374191866,4.163336342344337e-17,1.0
common,balanced_q1,500,32,7,0.35389529389400115,0,True,1,175,True,8,1,True,True,0,True,0.9,True,ld_sign,False,15.0,-8.200897328086596,0.00027440722615186666,0.04890290514804004,
common,balanced_q1,500,32,8,0.0714227176977569,1,True,0,458,True,13,1,True,False,1,True,0.9,True,fitted,True,0.0,-3.5372974582051584,0.029091842859540838,1.0408340855860843e-17,1.0
common,balanced_q1,500,32,8,0.0714227176977569,1,True,0,458,True,13,1,True,False,1,True,0.9,True,empirical_mode,True,0.0,-3.5372974582051584,0.029091842859540838,1.0408340855860843e-17,1.0
common,balanced_q1,500,32,8,0.0714227176977569,1,True,0,458,True,13,1,True,False,1,True,0.9,False,ld_sign,,,,,,
common,balanced_q1,500,32,8,0.0714227176977569,1,True,1,42,True,5,1,False,False,1,True,0.9,True,fitted,True,0.0,-3.0292425101308185,0.04835225059750876,0.0,1.0
common,balanced_q1,500,32,8,0.0714227176977569,1,True,1,42,True,5,1,False,False,1,True,0.9,True,empirical_mode,False,1.0,-3.084272116042256,0.045763332175451324,0.0025889184220574332,2.0
common,balanced_q1,500,32,8,0.0714227176977569,1,True,1,42,True,5,1,False,False,1,True,0.9,False,ld_sign,,,,,,
common,balanced_q1,500,32,9,0.16508177278373817,0,True,0,419,True,34,1,True,True,0,True,1.0,True,fitted,True,0.0,-2.583735842255453,0.07549145240949995,6.938893903907228e-17,1.0
common,balanced_q1,500,32,9,0.16508177278373817,0,True,0,419,True,34,1,True,True,0,True,1.0,True,empirical_mode,True,0.0,-2.583735842255453,0.07549145240949995,6.938893903907228e-17,1.0
common,balanced_q1,500,32,9,0.16508177278373817,0,True,0,419,True,34,1,True,True,0,True,1.0,True,ld_sign,False,14.0,-8.740449994279862,0.000159981880778128,0.07533147052872188,
common,balanced_q1,500,32,9,0.16508177278373817,0,True,1,81,True,3,2,False,True,0,True,0.8,True,fitted,True,0.0,-4.36943307623966,0.012658414890335831,0.0,1.0
common,balanced_q1,500,32,9,0.16508177278373817,0,True,1,81,True,3,2,False,True,0,True,0.8,True,empirical_mode,False,1.0,-4.6434081604181765,0.009624838670856905,0.003033576219478926,3.0
common,balanced_q1,500,32,9,0.16508177278373817,0,True,1,81,True,3,2,False,True,0,True,0.8,True,ld_sign,False,6.0,-7.206307956427624,0.000741891199887506,0.011916523690448325,
common,balanced_q1,500,32,10,0.3418984785593462,0,True,0,340,True,17,1,True,True,0,True,0.9,True,fitted,True,0.0,-3.4995004784466412,0.03021247143427284,-1.3877787807814457e-17,1.0
common,balanced_q1,500,32,10,0.3418984785593462,0,True,0,340,True,17,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-3.4995004784466412,0.03021247143427284,-1.3877787807814457e-17,1.0
common,balanced_q1,500,32,10,0.3418984785593462,0,True,0,340,True,17,1,True,True,0,True,0.9,True,ld_sign,False,14.0,-7.912147121137605,0.00036626731542574047,0.029846204118847086,
common,balanced_q1,500,32,10,0.3418984785593462,0,True,1,160,True,3,1,False,True,0,True,0.8,True,fitted,True,0.0,-4.205136695902922,0.014918746598140657,1.214306433183765e-17,1.0
common,balanced_q1,500,32,10,0.3418984785593462,0,True,1,160,True,3,1,False,True,0,True,0.8,True,empirical_mode,False,2.0,-5.667803823329158,0.0034554457183350756,0.011463300879805594,
common,balanced_q1,500,32,10,0.3418984785593462,0,True,1,160,True,3,1,False,True,0,True,0.8,True,ld_sign,False,18.0,-7.779586902723572,0.00041818488997352553,0.014500561708167143,
common,balanced_q1,500,32,11,0.32747973094076055,0,True,0,340,True,9,1,False,True,0,True,0.8,True,fitted,True,0.0,-3.504767210090056,0.030053768744031692,0.0,1.0
common,balanced_q1,500,32,11,0.32747973094076055,0,True,0,340,True,9,1,False,True,0,True,0.8,True,empirical_mode,False,1.0,-4.146020047462132,0.01582728313440804,0.01422648560962365,2.0
common,balanced_q1,500,32,11,0.32747973094076055,0,True,0,340,True,9,1,False,True,0,True,0.8,True,ld_sign,False,15.0,-8.141868844939722,0.00029109268249963586,0.029762676061532056,
common,balanced_q1,500,32,11,0.32747973094076055,0,True,1,160,True,3,4,False,True,0,True,1.0,True,fitted,True,0.0,-3.8370122232728407,0.021557915457232048,1.734723475976807e-17,1.0
common,balanced_q1,500,32,11,0.32747973094076055,0,True,1,160,True,3,4,False,True,0,True,1.0,True,empirical_mode,False,1.0,-4.58459369369869,0.010207896477940702,0.011350018979291363,6.0
common,balanced_q1,500,32,11,0.32747973094076055,0,True,1,160,True,3,4,False,True,0,True,1.0,True,ld_sign,False,17.0,-9.101887856312581,0.00011145519835204773,0.02144646025888002,
common,balanced_q1,500,32,12,0.36395783425170486,0,True,0,319,True,9,1,True,True,0,True,0.9,True,fitted,True,0.0,-3.675857391332325,0.025327680476914027,0.0,1.0
common,balanced_q1,500,32,12,0.36395783425170486,0,True,0,319,True,9,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-3.675857391332325,0.025327680476914027,0.0,1.0
common,balanced_q1,500,32,12,0.36395783425170486,0,True,0,319,True,9,1,True,True,0,True,0.9,True,ld_sign,False,19.0,-8.942669464683698,0.00013069169723913622,0.02519698877967489,
common,balanced_q1,500,32,12,0.36395783425170486,0,True,1,181,True,11,1,True,True,0,True,0.9,True,fitted,True,0.0,-3.30102892638215,0.03684523685446013,0.0,1.0
common,balanced_q1,500,32,12,0.36395783425170486,0,True,1,181,True,11,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-3.30102892638215,0.03684523685446013,0.0,1.0
common,balanced_q1,500,32,12,0.36395783425170486,0,True,1,181,True,11,1,True,True,0,True,0.9,True,ld_sign,False,9.0,-7.345853654878095,0.0006452623014777914,0.036199974552982336,
common,balanced_q1,500,32,13,0.08635839493518,0,True,0,462,True,32,1,True,True,0,True,0.9,True,fitted,True,0.0,-2.7371386434597076,0.06475537026023319,0.0,1.0
common,balanced_q1,500,32,13,0.08635839493518,0,True,0,462,True,32,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-2.7371386434597076,0.06475537026023319,0.0,1.0
common,balanced_q1,500,32,13,0.08635839493518,0,True,0,462,True,32,1,True,True,0,True,0.9,True,ld_sign,False,19.0,-39.2987189978057,8.566101052789566e-18,0.06475537026023317,
common,balanced_q1,500,32,13,0.08635839493518,0,True,1,38,True,1,38,False,True,0,True,0.8,True,fitted,True,0.0,-4.040610215113131,0.01758673744765543,0.0,1.0
common,balanced_q1,500,32,13,0.08635839493518,0,True,1,38,True,1,38,False,True,0,True,0.8,True,empirical_mode,False,1.0,-5.866735218884722,0.002832104458167566,0.014754632989487865,
common,balanced_q1,500,32,13,0.08635839493518,0,True,1,38,True,1,38,False,True,0,True,0.8,True,ld_sign,False,13.0,-5.585645668964108,0.003751326872323909,0.013835410575331523,
common,balanced_q1,500,32,14,0.1010597771903262,0,True,0,450,True,33,1,True,True,0,True,1.0,True,fitted,True,0.0,-2.742356767384447,0.0644183487880508,0.0,1.0
common,balanced_q1,500,32,14,0.1010597771903262,0,True,0,450,True,33,1,True,True,0,True,1.0,True,empirical_mode,True,0.0,-2.742356767384447,0.0644183487880508,0.0,1.0
common,balanced_q1,500,32,14,0.1010597771903262,0,True,0,450,True,33,1,True,True,0,True,1.0,True,ld_sign,False,9.0,-8.54042977377431,0.00019540626161150727,0.0642229425264393,
common,balanced_q1,500,32,14,0.1010597771903262,0,True,1,50,True,2,1,False,True,0,True,0.7,True,fitted,False,2.0,-5.610796557424606,0.0036581542669248584,0.0007414574221599564,5.0
common,balanced_q1,500,32,14,0.1010597771903262,0,True,1,50,True,2,1,False,True,0,True,0.7,True,empirical_mode,False,3.0,-6.132931477312328,0.00217020970616707,0.002229401982917745,
common,balanced_q1,500,32,14,0.1010597771903262,0,True,1,50,True,2,1,False,True,0,True,0.7,True,ld_sign,False,13.0,-6.774476323680735,0.0011425686794702856,0.003257043009614529,
common,balanced_q1,500,32,15,0.26872364545380595,0,True,0,346,True,14,1,True,True,0,True,0.9,True,fitted,True,0.0,-2.683227678693406,0.06834221108090037,0.0,1.0
common,balanced_q1,500,32,15,0.26872364545380595,0,True,0,346,True,14,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-2.683227678693406,0.06834221108090037,0.0,1.0
common,balanced_q1,500,32,15,0.26872364545380595,0,True,0,346,True,14,1,True,True,0,True,0.9,True,ld_sign,False,15.0,-8.965980409937197,0.0001276803848696699,0.0682145306960307,
common,balanced_q1,500,32,15,0.26872364545380595,0,True,1,154,True,10,1,False,True,0,True,0.9,True,fitted,True,0.0,-3.316447573765195,0.03628149041192465,-1.3877787807814457e-17,1.0
common,balanced_q1,500,32,15,0.26872364545380595,0,True,1,154,True,10,1,False,True,0,True,0.9,True,empirical_mode,False,1.0,-4.080408911430081,0.016900553410090006,0.019380937001834627,3.0
common,balanced_q1,500,32,15,0.26872364545380595,0,True,1,154,True,10,1,False,True,0,True,0.9,True,ld_sign,False,17.0,-8.50219608294523,0.00020302202587822095,0.03607846838604641,
common,balanced_q1,500,32,16,0.11883197086841447,0,True,0,449,True,22,1,False,True,0,True,1.0,True,fitted,True,0.0,-3.207265947008391,0.04046710136260075,0.0,1.0
common,balanced_q1,500,32,16,0.11883197086841447,0,True,0,449,True,22,1,False,True,0,True,1.0,True,empirical_mode,False,3.0,-3.2725380864052065,0.037910085792272806,0.0025570155703279474,2.0
common,balanced_q1,500,32,16,0.11883197086841447,0,True,0,449,True,22,1,False,True,0,True,1.0,True,ld_sign,False,10.0,-9.019781540733765,0.00012099255529671846,0.040346108807304035,
common,balanced_q1,500,32,16,0.11883197086841447,0,True,1,51,True,3,1,False,True,0,True,0.7,True,fitted,True,0.0,-4.61940597985288,0.009858650559225806,1.0408340855860843e-17,1.0
common,balanced_q1,500,32,16,0.11883197086841447,0,True,1,51,True,3,1,False,True,0,True,0.7,True,empirical_mode,False,2.0,-5.2812196874421655,0.005086223405117109,0.004772427154108708,
common,balanced_q1,500,32,16,0.11883197086841447,0,True,1,51,True,3,1,False,True,0,True,0.7,True,ld_sign,False,10.0,-7.30507270763927,0.0006721206414146806,0.009186529917811137,
common,balanced_q1,500,32,17,0.24696151405599243,0,True,0,374,True,20,1,False,True,0,True,0.8,True,fitted,True,0.0,-3.20160393662347,0.04069687639121196,0.0,1.0
common,balanced_q1,500,32,17,0.24696151405599243,0,True,0,374,True,20,1,False,True,0,True,0.8,True,empirical_mode,False,1.0,-3.5925129116704917,0.02752906532163289,0.01316781106957907,4.0
common,balanced_q1,500,32,17,0.24696151405599243,0,True,0,374,True,20,1,False,True,0,True,0.8,True,ld_sign,False,10.0,-9.291591977015756,9.219616920517103e-05,0.040604680222006785,
common,balanced_q1,500,32,17,0.24696151405599243,0,True,1,126,True,3,1,False,True,0,True,0.9,True,fitted,True,0.0,-4.221888935446122,0.014670905920731737,0.0,1.0
common,balanced_q1,500,32,17,0.24696151405599243,0,True,1,126,True,3,1,False,True,0,True,0.9,True,empirical_mode,False,1.0,-5.905220686777,0.002725180303109789,0.011945725617621947,
common,balanced_q1,500,32,17,0.24696151405599243,0,True,1,126,True,3,1,False,True,0,True,0.9,True,ld_sign,False,20.0,-7.97663830493164,0.00034339186308548765,0.01432751405764625,
common,balanced_q1,500,32,18,0.05655885497033773,0,True,0,473,True,15,1,True,True,0,True,0.9,True,fitted,True,0.0,-3.506689566848106,0.02999605017419783,0.0,1.0
common,balanced_q1,500,32,18,0.05655885497033773,0,True,0,473,True,15,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-3.506689566848106,0.02999605017419783,0.0,1.0
common,balanced_q1,500,32,18,0.05655885497033773,0,True,0,473,True,15,1,True,True,0,True,0.9,True,ld_sign,False,21.0,-11.530689568568006,9.823927479415991e-06,0.029986226246718414,
common,balanced_q1,500,32,18,0.05655885497033773,0,True,1,27,True,5,1,True,True,0,True,0.8,True,fitted,True,0.0,-2.7489240169381084,0.06399668352173171,2.7755575615628914e-17,1.0
common,balanced_q1,500,32,18,0.05655885497033773,0,True,1,27,True,5,1,True,True,0,True,0.8,True,empirical_mode,True,0.0,-2.7489240169381084,0.06399668352173171,2.7755575615628914e-17,1.0
common,balanced_q1,500,32,18,0.05655885497033773,0,True,1,27,True,5,1,True,True,0,True,0.8,True,ld_sign,False,4.0,-21.194037625156017,6.245200849966852e-10,0.06399668289721165,
common,balanced_q1,500,32,19,0.20777773908803265,0,True,0,391,True,44,1,True,True,0,True,0.9,True,fitted,True,0.0,-2.389901362299149,0.09163872246461764,8.326672684688674e-17,1.0
common,balanced_q1,500,32,19,0.20777773908803265,0,True,0,391,True,44,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-2.389901362299149,0.09163872246461764,8.326672684688674e-17,1.0
common,balanced_q1,500,32,19,0.20777773908803265,0,True,0,391,True,44,1,True,True,0,True,0.9,True,ld_sign,False,16.0,-10.179821487484233,3.792797894542297e-05,0.09160079448567231,
common,balanced_q1,500,32,19,0.20777773908803265,0,True,1,109,True,7,1,True,True,0,True,0.9,True,fitted,True,0.0,-3.0865861828894308,0.04565755520034565,2.0816681711721685e-17,1.0
common,balanced_q1,500,32,19,0.20777773908803265,0,True,1,109,True,7,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-3.0865861828894308,0.04565755520034565,2.0816681711721685e-17,1.0
common,balanced_q1,500,32,19,0.20777773908803265,0,True,1,109,True,7,1,True,True,0,True,0.9,True,ld_sign,False,16.0,-8.096675847918776,0.00030454982724802186,0.04535300537309765,
common,balanced_q1,500,32,20,0.06524027178723273,0,True,0,462,True,11,1,False,True,0,True,0.9,True,fitted,True,0.0,-3.2339823698600134,0.03940027945802955,0.0,1.0
common,balanced_q1,500,32,20,0.06524027178723273,0,True,0,462,True,11,1,False,True,0,True,0.9,True,empirical_mode,False,1.0,-4.070277011135949,0.017072658535852953,0.022327620922176595,3.0
common,balanced_q1,500,32,20,0.06524027178723273,0,True,0,462,True,11,1,False,True,0,True,0.9,True,ld_sign,False,19.0,-9.293689113000802,9.200302389782206e-05,0.03930827643413173,
common,balanced_q1,500,32,20,0.06524027178723273,0,True,1,38,True,2,3,False,True,0,True,0.5,True,fitted,True,0.0,-3.731829583310059,0.023948979076733136,0.0,1.0
common,balanced_q1,500,32,20,0.06524027178723273,0,True,1,38,True,2,3,False,True,0,True,0.5,True,empirical_mode,False,1.0,-4.684611663423321,0.00923632071704708,0.014712658359686055,9.0
common,balanced_q1,500,32,20,0.06524027178723273,0,True,1,38,True,2,3,False,True,0,True,0.5,True,ld_sign,False,5.0,-4.965917508505969,0.006971551316168008,0.016977427760565128,
common,balanced_q1,500,32,21,0.11193870011179785,0,True,0,449,True,31,1,True,True,0,True,0.9,True,fitted,True,0.0,-2.8350006145428104,0.05871848974883548,-2.7755575615628914e-17,1.0
common,balanced_q1,500,32,21,0.11193870011179785,0,True,0,449,True,31,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-2.8350006145428104,0.05871848974883548,-2.7755575615628914e-17,1.0
common,balanced_q1,500,32,21,0.11193870011179785,0,True,0,449,True,31,1,True,True,0,True,0.9,True,ld_sign,False,18.0,-9.610546462185411,6.701819138714341e-05,0.058651471557448306,
common,balanced_q1,500,32,21,0.11193870011179785,0,True,1,51,True,3,1,False,True,0,True,0.9,True,fitted,True,0.0,-3.123894931079791,0.043985513800482094,0.0,1.0
common,balanced_q1,500,32,21,0.11193870011179785,0,True,1,51,True,3,1,False,True,0,True,0.9,True,empirical_mode,False,2.0,-4.721328759269002,0.008903340289148687,0.03508217351133341,
common,balanced_q1,500,32,21,0.11193870011179785,0,True,1,51,True,3,1,False,True,0,True,0.9,True,ld_sign,False,14.0,-6.658614187832827,0.0012829230293857148,0.04270259077109638,
common,balanced_q1,500,32,22,0.24776803353160765,1,True,0,367,True,21,1,True,False,1,True,0.8,True,fitted,True,0.0,-2.9849302270718794,0.0505430299613057,2.0816681711721685e-17,1.0
common,balanced_q1,500,32,22,0.24776803353160765,1,True,0,367,True,21,1,True,False,1,True,0.8,True,empirical_mode,True,0.0,-2.9849302270718794,0.0505430299613057,2.0816681711721685e-17,1.0
common,balanced_q1,500,32,22,0.24776803353160765,1,True,0,367,True,21,1,True,False,1,True,0.8,False,ld_sign,,,,,,
common,balanced_q1,500,32,22,0.24776803353160765,1,True,1,133,True,4,1,False,False,1,True,0.8,True,fitted,True,0.0,-3.7396935438644343,0.023761383837506013,0.0,1.0
common,balanced_q1,500,32,22,0.24776803353160765,1,True,1,133,True,4,1,False,False,1,True,0.8,True,empirical_mode,False,2.0,-4.982756204584341,0.0068551423207614025,0.01690624151674461,
common,balanced_q1,500,32,22,0.24776803353160765,1,True,1,133,True,4,1,False,False,1,True,0.8,False,ld_sign,,,,,,
common,balanced_q1,500,32,23,0.32529245454408934,0,True,0,330,True,6,3,True,True,0,True,0.8,True,fitted,True,0.0,-4.052796742183968,0.017373716822794448,0.0,1.0
common,balanced_q1,500,32,23,0.32529245454408934,0,True,0,330,True,6,3,True,True,0,True,0.8,True,empirical_mode,True,0.0,-4.052796742183968,0.017373716822794448,0.0,1.0
common,balanced_q1,500,32,23,0.32529245454408934,0,True,0,330,True,6,3,True,True,0,True,0.8,True,ld_sign,False,17.0,-10.09180869039519,4.141743252011797e-05,0.01733229939027433,
