lead_frequency_class,scenario,n_haplotypes,n_partners,replicate,lead_alt_frequency,n_monomorphic_panel_variants,fit_available,lead_state,n_conditioning_haplotypes,empirical_mode_available,empirical_mode_maximum_count,n_tied_empirical_modes,true_mode_in_empirical_mode_set,ld_sign_available,n_undefined_ld_sign_partners,true_top1_in_fitted_top10,top10_overlap_fraction,available,strategy,exact_true_mode,hamming_to_true_mode,true_log_probability,true_probability,true_probability_regret,true_rank_if_top10
common,lead_ld_q2,500,4,0,0.13739605571730812,0,True,0,440,True,283,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.4603332878260771,0.6310732814109203,0.0,1.0
common,lead_ld_q2,500,4,0,0.13739605571730812,0,True,0,440,True,283,1,True,True,0,True,0.9,True,ld_sign,False,2.0,-5.01142973632332,0.00666137248839074,0.6244119089225296,6.0
common,lead_ld_q2,500,4,0,0.13739605571730812,0,True,1,60,True,52,1,True,True,0,True,1.0,True,fitted,True,0.0,-0.0852536355497131,0.9182793465751905,0.0,1.0
common,lead_ld_q2,500,4,0,0.13739605571730812,0,True,1,60,True,52,1,True,True,0,True,1.0,True,empirical_mode,True,0.0,-0.0852536355497131,0.9182793465751905,0.0,1.0
common,lead_ld_q2,500,4,0,0.13739605571730812,0,True,1,60,True,52,1,True,True,0,True,1.0,True,ld_sign,True,0.0,-0.0852536355497131,0.9182793465751905,0.0,1.0
common,lead_ld_q2,500,4,1,0.22205368009411447,0,True,0,388,True,386,1,True,True,0,True,0.8,True,fitted,True,0.0,-0.02283947560135724,0.9774193708375649,0.0,1.0
common,lead_ld_q2,500,4,1,0.22205368009411447,0,True,0,388,True,386,1,True,True,0,True,0.8,True,empirical_mode,True,0.0,-0.02283947560135724,0.9774193708375649,0.0,1.0
common,lead_ld_q2,500,4,1,0.22205368009411447,0,True,0,388,True,386,1,True,True,0,True,0.8,True,ld_sign,False,1.0,-4.8368336634977815,0.007932130124153555,0.9694872407134114,3.0
common,lead_ld_q2,500,4,1,0.22205368009411447,0,True,1,112,True,54,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.7139933531803431,0.4896848034214961,0.0,1.0
common,lead_ld_q2,500,4,1,0.22205368009411447,0,True,1,112,True,54,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.7139933531803431,0.4896848034214961,0.0,1.0
common,lead_ld_q2,500,4,1,0.22205368009411447,0,True,1,112,True,54,1,True,True,0,True,0.9,True,ld_sign,False,3.0,-3.19349884782852,0.04102806854588366,0.4486567348756125,5.0
common,lead_ld_q2,500,4,2,0.08185551462022922,0,True,0,446,True,316,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.36112337054091537,0.6968930170947184,3.3306690738754696e-16,1.0
common,lead_ld_q2,500,4,2,0.08185551462022922,0,True,0,446,True,316,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.36112337054091537,0.6968930170947184,3.3306690738754696e-16,1.0
common,lead_ld_q2,500,4,2,0.08185551462022922,0,True,0,446,True,316,1,True,True,0,True,0.9,True,ld_sign,False,3.0,-4.639201421735239,0.009665413135259114,0.6872276039594596,5.0
common,lead_ld_q2,500,4,2,0.08185551462022922,0,True,1,54,True,45,1,True,True,0,True,0.8,True,fitted,True,0.0,-0.15181180835456853,0.8591499503710421,0.0,1.0
common,lead_ld_q2,500,4,2,0.08185551462022922,0,True,1,54,True,45,1,True,True,0,True,0.8,True,empirical_mode,True,0.0,-0.15181180835456853,0.8591499503710421,0.0,1.0
common,lead_ld_q2,500,4,2,0.08185551462022922,0,True,1,54,True,45,1,True,True,0,True,0.8,True,ld_sign,False,1.0,-1.9601261071923783,0.14084065878105015,0.718309291589992,2.0
common,lead_ld_q2,500,4,3,0.21678100707302683,0,True,0,381,True,218,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.5376871592770907,0.5840976160934597,0.0,1.0
common,lead_ld_q2,500,4,3,0.21678100707302683,0,True,0,381,True,218,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.5376871592770907,0.5840976160934597,0.0,1.0
common,lead_ld_q2,500,4,3,0.21678100707302683,0,True,0,381,True,218,1,True,True,0,True,0.9,True,ld_sign,False,3.0,-4.514030806729135,0.010954216736799346,0.5731433993566604,6.0
common,lead_ld_q2,500,4,3,0.21678100707302683,0,True,1,119,True,67,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.6742664046923599,0.5095300724064078,0.0,1.0
common,lead_ld_q2,500,4,3,0.21678100707302683,0,True,1,119,True,67,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.6742664046923599,0.5095300724064078,0.0,1.0
common,lead_ld_q2,500,4,3,0.21678100707302683,0,True,1,119,True,67,1,True,True,0,True,0.9,True,ld_sign,False,1.0,-0.7134228781127785,0.4899642360899203,0.019565836316487506,2.0
common,lead_ld_q2,500,4,4,0.09840442667458495,0,True,0,467,True,225,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.6711737078516826,0.5111083337355065,0.0,1.0
common,lead_ld_q2,500,4,4,0.09840442667458495,0,True,0,467,True,225,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.6711737078516826,0.5111083337355065,0.0,1.0
common,lead_ld_q2,500,4,4,0.09840442667458495,0,True,0,467,True,225,1,True,True,0,True,0.9,True,ld_sign,False,3.0,-5.317275976609766,0.004906099870182479,0.506202233865324,4.0
common,lead_ld_q2,500,4,4,0.09840442667458495,0,True,1,33,True,30,1,True,True,0,True,0.6,True,fitted,True,0.0,-0.07661640244925039,0.9262450908163086,0.0,1.0
common,lead_ld_q2,500,4,4,0.09840442667458495,0,True,1,33,True,30,1,True,True,0,True,0.6,True,empirical_mode,True,0.0,-0.07661640244925039,0.9262450908163086,0.0,1.0
common,lead_ld_q2,500,4,4,0.09840442667458495,0,True,1,33,True,30,1,True,True,0,True,0.6,True,ld_sign,True,0.0,-0.07661640244925039,0.9262450908163086,0.0,1.0
common,lead_ld_q2,500,4,5,0.2612147682163616,0,True,0,366,True,225,1,True,True,0,True,0.8,True,fitted,True,0.0,-0.48554816791100164,0.6153597838060525,3.3306690738754696e-16,1.0
common,lead_ld_q2,500,4,5,0.2612147682163616,0,True,0,366,True,225,1,True,True,0,True,0.8,True,empirical_mode,True,0.0,-0.48554816791100164,0.6153597838060525,3.3306690738754696e-16,1.0
common,lead_ld_q2,500,4,5,0.2612147682163616,0,True,0,366,True,225,1,True,True,0,True,0.8,True,ld_sign,False,1.0,-1.008557901126601,0.3647445982575996,0.25061518554845325,2.0
common,lead_ld_q2,500,4,5,0.2612147682163616,0,True,1,134,True,78,1,True,True,0,True,1.0,True,fitted,True,0.0,-0.679083883967806,0.5070813249732757,0.0,1.0
common,lead_ld_q2,500,4,5,0.2612147682163616,0,True,1,134,True,78,1,True,True,0,True,1.0,True,empirical_mode,True,0.0,-0.679083883967806,0.5070813249732757,0.0,1.0
common,lead_ld_q2,500,4,5,0.2612147682163616,0,True,1,134,True,78,1,True,True,0,True,1.0,True,ld_sign,False,3.0,-2.776156787135738,0.062277393317715736,0.44480393165556,4.0
common,lead_ld_q2,500,4,6,0.18498992002359466,0,True,0,424,True,262,1,True,True,0,True,1.0,True,fitted,True,0.0,-0.5222661114358274,0.5931748235142814,0.0,1.0
common,lead_ld_q2,500,4,6,0.18498992002359466,0,True,0,424,True,262,1,True,True,0,True,1.0,True,empirical_mode,True,0.0,-0.5222661114358274,0.5931748235142814,0.0,1.0
common,lead_ld_q2,500,4,6,0.18498992002359466,0,True,0,424,True,262,1,True,True,0,True,1.0,True,ld_sign,False,3.0,-3.9443367608732203,0.019364055110631787,0.5738107684036496,5.0
common,lead_ld_q2,500,4,6,0.18498992002359466,0,True,1,76,True,72,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.03375835937718863,0.9668050957992993,0.0,1.0
common,lead_ld_q2,500,4,6,0.18498992002359466,0,True,1,76,True,72,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.03375835937718863,0.9668050957992993,0.0,1.0
common,lead_ld_q2,500,4,6,0.18498992002359466,0,True,1,76,True,72,1,True,True,0,True,0.9,True,ld_sign,False,1.0,-3.4141383980483364,0.03290474528422713,0.9339003505150721,2.0
common,lead_ld_q2,500,4,7,0.08447343172659545,0,True,0,458,True,208,1,True,True,0,True,0.8,True,fitted,True,0.0,-0.7688676282973064,0.4635376681727239,0.0,1.0
common,lead_ld_q2,500,4,7,0.08447343172659545,0,True,0,458,True,208,1,True,True,0,True,0.8,True,empirical_mode,True,0.0,-0.7688676282973064,0.4635376681727239,0.0,1.0
common,lead_ld_q2,500,4,7,0.08447343172659545,0,True,0,458,True,208,1,True,True,0,True,0.8,True,ld_sign,False,3.0,-5.561940738510579,0.003841314172493107,0.4596963540002308,6.0
common,lead_ld_q2,500,4,7,0.08447343172659545,0,True,1,42,True,42,1,True,True,0,True,0.7,True,fitted,True,0.0,-0.007529645454614986,0.992498631309874,0.0,1.0
common,lead_ld_q2,500,4,7,0.08447343172659545,0,True,1,42,True,42,1,True,True,0,True,0.7,True,empirical_mode,True,0.0,-0.007529645454614986,0.992498631309874,0.0,1.0
common,lead_ld_q2,500,4,7,0.08447343172659545,0,True,1,42,True,42,1,True,True,0,True,0.7,True,ld_sign,True,0.0,-0.007529645454614986,0.992498631309874,0.0,1.0
common,lead_ld_q2,500,4,8,0.28870261149023074,0,True,0,354,True,182,1,True,True,0,True,1.0,True,fitted,True,0.0,-0.6833856651985246,0.5049046571780518,0.0,1.0
common,lead_ld_q2,500,4,8,0.28870261149023074,0,True,0,354,True,182,1,True,True,0,True,1.0,True,empirical_mode,True,0.0,-0.6833856651985246,0.5049046571780518,0.0,1.0
common,lead_ld_q2,500,4,8,0.28870261149023074,0,True,0,354,True,182,1,True,True,0,True,1.0,True,ld_sign,False,3.0,-3.9863771502711867,0.018566857355589984,0.4863377998224618,5.0
common,lead_ld_q2,500,4,8,0.28870261149023074,0,True,1,146,True,144,1,True,True,0,True,0.8,True,fitted,True,0.0,-0.02129072785941899,0.9789343197150874,0.0,1.0
common,lead_ld_q2,500,4,8,0.28870261149023074,0,True,1,146,True,144,1,True,True,0,True,0.8,True,empirical_mode,True,0.0,-0.02129072785941899,0.9789343197150874,0.0,1.0
common,lead_ld_q2,500,4,8,0.28870261149023074,0,True,1,146,True,144,1,True,True,0,True,0.8,True,ld_sign,False,1.0,-4.050822190191859,0.01740805602106646,0.9615262636940209,2.0
common,lead_ld_q2,500,4,9,0.11276169479902112,0,True,0,454,True,411,1,True,True,0,True,0.8,True,fitted,True,0.0,-0.09299043264891926,0.9112022180459632,0.0,1.0
common,lead_ld_q2,500,4,9,0.11276169479902112,0,True,0,454,True,411,1,True,True,0,True,0.8,True,empirical_mode,True,0.0,-0.09299043264891926,0.9112022180459632,0.0,1.0
common,lead_ld_q2,500,4,9,0.11276169479902112,0,True,0,454,True,411,1,True,True,0,True,0.8,True,ld_sign,False,2.0,-5.23072903645776,0.005349623809874768,0.9058525942360884,4.0
common,lead_ld_q2,500,4,9,0.11276169479902112,0,True,1,46,True,27,1,True,True,0,True,0.8,True,fitted,True,0.0,-0.7209218487564986,0.48630375075683585,0.0,1.0
common,lead_ld_q2,500,4,9,0.11276169479902112,0,True,1,46,True,27,1,True,True,0,True,0.8,True,empirical_mode,True,0.0,-0.7209218487564986,0.48630375075683585,0.0,1.0
common,lead_ld_q2,500,4,9,0.11276169479902112,0,True,1,46,True,27,1,True,True,0,True,0.8,True,ld_sign,False,2.0,-2.6069033171219105,0.07376260986762456,0.4125411408892113,3.0
common,lead_ld_q2,500,4,10,0.07302757981409795,0,True,0,461,True,269,1,True,True,0,True,0.8,True,fitted,True,0.0,-0.542226052406718,0.581452467002439,0.0,1.0
common,lead_ld_q2,500,4,10,0.07302757981409795,0,True,0,461,True,269,1,True,True,0,True,0.8,True,empirical_mode,True,0.0,-0.542226052406718,0.581452467002439,0.0,1.0
common,lead_ld_q2,500,4,10,0.07302757981409795,0,True,0,461,True,269,1,True,True,0,True,0.8,True,ld_sign,False,4.0,-5.400923955721525,0.004512409749104808,0.5769400572533342,6.0
common,lead_ld_q2,500,4,10,0.07302757981409795,0,True,1,39,True,39,1,True,True,0,True,0.9,True,fitted,True,0.0,-1.6551538751574668e-05,0.9999834485982244,0.0,1.0
common,lead_ld_q2,500,4,10,0.07302757981409795,0,True,1,39,True,39,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-1.6551538751574668e-05,0.9999834485982244,0.0,1.0
common,lead_ld_q2,500,4,10,0.07302757981409795,0,True,1,39,True,39,1,True,True,0,True,0.9,True,ld_sign,True,0.0,-1.6551538751574668e-05,0.9999834485982244,0.0,1.0
common,lead_ld_q2,500,4,11,0.10169241809262494,0,True,0,444,True,235,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.6209670879548521,0.537424449486342,0.0,1.0
common,lead_ld_q2,500,4,11,0.10169241809262494,0,True,0,444,True,235,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.6209670879548521,0.537424449486342,0.0,1.0
common,lead_ld_q2,500,4,11,0.10169241809262494,0,True,0,444,True,235,1,True,True,0,True,0.9,True,ld_sign,False,1.0,-1.4871352758707568,0.22601921168415723,0.3114052378021848,3.0
common,lead_ld_q2,500,4,11,0.10169241809262494,0,True,1,56,True,30,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.529970867093855,0.588622117701478,0.0,1.0
common,lead_ld_q2,500,4,11,0.10169241809262494,0,True,1,56,True,30,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.529970867093855,0.588622117701478,0.0,1.0
common,lead_ld_q2,500,4,11,0.10169241809262494,0,True,1,56,True,30,1,True,True,0,True,0.9,True,ld_sign,False,2.0,-2.3402381792431832,0.09630469771860699,0.492317419982871,3.0
common,lead_ld_q2,500,4,12,0.11382358737813761,0,True,0,445,True,298,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.4093832052226105,0.6640597124087311,0.0,1.0
common,lead_ld_q2,500,4,12,0.11382358737813761,0,True,0,445,True,298,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.4093832052226105,0.6640597124087311,0.0,1.0
common,lead_ld_q2,500,4,12,0.11382358737813761,0,True,0,445,True,298,1,True,True,0,True,0.9,True,ld_sign,False,4.0,-4.099027993904302,0.016588791974708444,0.6474709204340227,4.0
common,lead_ld_q2,500,4,12,0.11382358737813761,0,True,1,55,True,55,1,True,True,0,True,0.6,True,fitted,True,0.0,-8.505477297138242e-06,0.9999914945588744,0.0,1.0
common,lead_ld_q2,500,4,12,0.11382358737813761,0,True,1,55,True,55,1,True,True,0,True,0.6,True,empirical_mode,True,0.0,-8.505477297138242e-06,0.9999914945588744,0.0,1.0
common,lead_ld_q2,500,4,12,0.11382358737813761,0,True,1,55,True,55,1,True,True,0,True,0.6,True,ld_sign,True,0.0,-8.505477297138242e-06,0.9999914945588744,0.0,1.0
common,lead_ld_q2,500,4,13,0.33116869952502515,0,True,0,324,True,279,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.1689893908144442,0.8445178629852208,0.0,1.0
common,lead_ld_q2,500,4,13,0.33116869952502515,0,True,0,324,True,279,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.1689893908144442,0.8445178629852208,0.0,1.0
common,lead_ld_q2,500,4,13,0.33116869952502515,0,True,0,324,True,279,1,True,True,0,True,0.9,True,ld_sign,False,1.0,-3.016594246874376,0.04896770661199564,0.7955501563732251,3.0
common,lead_ld_q2,500,4,13,0.33116869952502515,0,True,1,176,True,67,1,True,True,0,True,1.0,True,fitted,True,0.0,-0.9518837300597971,0.3860131934960705,0.0,1.0
common,lead_ld_q2,500,4,13,0.33116869952502515,0,True,1,176,True,67,1,True,True,0,True,1.0,True,empirical_mode,True,0.0,-0.9518837300597971,0.3860131934960705,0.0,1.0
common,lead_ld_q2,500,4,13,0.33116869952502515,0,True,1,176,True,67,1,True,True,0,True,1.0,True,ld_sign,False,1.0,-3.0780095783358865,0.04605082604977304,0.33996236744629743,5.0
common,lead_ld_q2,500,4,14,0.10310472512550775,0,True,0,443,True,230,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.5951386053376222,0.5514861216500786,0.0,1.0
common,lead_ld_q2,500,4,14,0.10310472512550775,0,True,0,443,True,230,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.5951386053376222,0.5514861216500786,0.0,1.0
common,lead_ld_q2,500,4,14,0.10310472512550775,0,True,0,443,True,230,1,True,True,0,True,0.9,True,ld_sign,False,1.0,-1.2557566621297358,0.2848602237137383,0.2666258979363403,2.0
common,lead_ld_q2,500,4,14,0.10310472512550775,0,True,1,57,True,35,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.5149665957993985,0.597520553981321,0.0,1.0
common,lead_ld_q2,500,4,14,0.10310472512550775,0,True,1,57,True,35,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.5149665957993985,0.597520553981321,0.0,1.0
common,lead_ld_q2,500,4,14,0.10310472512550775,0,True,1,57,True,35,1,True,True,0,True,0.9,True,ld_sign,False,2.0,-3.015884495282684,0.049002473856299016,0.548518080125022,4.0
common,lead_ld_q2,500,4,15,0.06401153089978048,0,True,0,461,True,206,1,True,True,0,True,1.0,True,fitted,True,0.0,-0.774215950422279,0.4610651372460075,0.0,1.0
common,lead_ld_q2,500,4,15,0.06401153089978048,0,True,0,461,True,206,1,True,True,0,True,1.0,True,empirical_mode,True,0.0,-0.774215950422279,0.4610651372460075,0.0,1.0
common,lead_ld_q2,500,4,15,0.06401153089978048,0,True,0,461,True,206,1,True,True,0,True,1.0,True,ld_sign,False,3.0,-4.733536997913431,0.008795306976179574,0.4522698302698279,6.0
common,lead_ld_q2,500,4,15,0.06401153089978048,0,True,1,39,True,34,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.05799523146472563,0.9436544472755883,0.0,1.0
common,lead_ld_q2,500,4,15,0.06401153089978048,0,True,1,39,True,34,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.05799523146472563,0.9436544472755883,0.0,1.0
common,lead_ld_q2,500,4,15,0.06401153089978048,0,True,1,39,True,34,1,True,True,0,True,0.9,True,ld_sign,True,0.0,-0.05799523146472563,0.9436544472755883,0.0,1.0
common,lead_ld_q2,500,4,16,0.29668265520865295,0,True,0,353,True,244,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.41212334520080196,0.662242586569403,0.0,1.0
common,lead_ld_q2,500,4,16,0.29668265520865295,0,True,0,353,True,244,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.41212334520080196,0.662242586569403,0.0,1.0
common,lead_ld_q2,500,4,16,0.29668265520865295,0,True,0,353,True,244,1,True,True,0,True,0.9,True,ld_sign,False,2.0,-4.368312242159108,0.012672610827309503,0.6495699757420935,4.0
common,lead_ld_q2,500,4,16,0.29668265520865295,0,True,1,147,True,94,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.47817681675792034,0.6199125763589521,0.0,1.0
common,lead_ld_q2,500,4,16,0.29668265520865295,0,True,1,147,True,94,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.47817681675792034,0.6199125763589521,0.0,1.0
common,lead_ld_q2,500,4,16,0.29668265520865295,0,True,1,147,True,94,1,True,True,0,True,0.9,True,ld_sign,False,1.0,-2.0768250930427685,0.12532748431575483,0.49458509204319734,3.0
common,lead_ld_q2,500,4,17,0.39304136032826237,0,True,0,301,True,155,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.6611239175871337,0.5162707625055778,0.0,1.0
common,lead_ld_q2,500,4,17,0.39304136032826237,0,True,0,301,True,155,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.6611239175871337,0.5162707625055778,0.0,1.0
common,lead_ld_q2,500,4,17,0.39304136032826237,0,True,0,301,True,155,1,True,True,0,True,0.9,True,ld_sign,False,1.0,-3.5595041194657746,0.028452930470872554,0.48781783203470525,3.0
common,lead_ld_q2,500,4,17,0.39304136032826237,0,True,1,199,True,156,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.2052923985421682,0.8144091495452337,0.0,1.0
common,lead_ld_q2,500,4,17,0.39304136032826237,0,True,1,199,True,156,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.2052923985421682,0.8144091495452337,0.0,1.0
common,lead_ld_q2,500,4,17,0.39304136032826237,0,True,1,199,True,156,1,True,True,0,True,0.9,True,ld_sign,False,2.0,-4.483767384564337,0.011290796156603491,0.8031183533886302,4.0
common,lead_ld_q2,500,4,18,0.2568670242784376,0,True,0,370,True,295,1,True,True,0,True,1.0,True,fitted,True,0.0,-0.16751242549433742,0.8457661081615659,0.0,1.0
common,lead_ld_q2,500,4,18,0.2568670242784376,0,True,0,370,True,295,1,True,True,0,True,1.0,True,empirical_mode,True,0.0,-0.16751242549433742,0.8457661081615659,0.0,1.0
common,lead_ld_q2,500,4,18,0.2568670242784376,0,True,0,370,True,295,1,True,True,0,True,1.0,True,ld_sign,False,1.0,-4.625918883264368,0.009794650758853043,0.835971457402713,4.0
common,lead_ld_q2,500,4,18,0.2568670242784376,0,True,1,130,True,54,1,True,True,0,True,1.0,True,fitted,True,0.0,-0.9846011331736051,0.3735882091660198,0.0,1.0
common,lead_ld_q2,500,4,18,0.2568670242784376,0,True,1,130,True,54,1,True,True,0,True,1.0,True,empirical_mode,True,0.0,-0.9846011331736051,0.3735882091660198,0.0,1.0
common,lead_ld_q2,500,4,18,0.2568670242784376,0,True,1,130,True,54,1,True,True,0,True,1.0,True,ld_sign,False,2.0,-2.0029724708342993,0.13493360034543803,0.2386546088205818,3.0
common,lead_ld_q2,500,4,19,0.26227275061956773,1,True,0,367,True,164,1,False,False,1,True,0.8,True,fitted,False,1.0,-1.0023288596263522,0.36702369843265686,0.0914225833881549,2.0
common,lead_ld_q2,500,4,19,0.26227275061956773,1,True,0,367,True,164,1,False,False,1,True,0.8,True,empirical_mode,False,1.0,-1.0023288596263522,0.36702369843265686,0.0914225833881549,2.0
common,lead_ld_q2,500,4,19,0.26227275061956773,1,True,0,367,True,164,1,False,False,1,True,0.8,False,ld_sign,,,,,,
common,lead_ld_q2,500,4,19,0.26227275061956773,1,True,1,133,True,113,1,True,False,1,True,0.9,True,fitted,True,0.0,-0.1745502740157363,0.8398346313083912,0.0,1.0
common,lead_ld_q2,500,4,19,0.26227275061956773,1,True,1,133,True,113,1,True,False,1,True,0.9,True,empirical_mode,True,0.0,-0.1745502740157363,0.8398346313083912,0.0,1.0
common,lead_ld_q2,500,4,19,0.26227275061956773,1,True,1,133,True,113,1,True,False,1,True,0.9,False,ld_sign,,,,,,
common,lead_ld_q2,500,4,20,0.27325833572873415,0,True,0,352,True,303,1,True,True,0,True,0.8,True,fitted,True,0.0,-0.13374133902713847,0.8748163161802645,0.0,1.0
common,lead_ld_q2,500,4,20,0.27325833572873415,0,True,0,352,True,303,1,True,True,0,True,0.8,True,empirical_mode,True,0.0,-0.13374133902713847,0.8748163161802645,0.0,1.0
common,lead_ld_q2,500,4,20,0.27325833572873415,0,True,0,352,True,303,1,True,True,0,True,0.8,True,ld_sign,True,0.0,-0.13374133902713847,0.8748163161802645,0.0,1.0
common,lead_ld_q2,500,4,20,0.27325833572873415,0,True,1,148,True,66,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.7211364881340678,0.48619938202368446,2.220446049250313e-16,1.0
common,lead_ld_q2,500,4,20,0.27325833572873415,0,True,1,148,True,66,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.7211364881340678,0.48619938202368446,2.220446049250313e-16,1.0
common,lead_ld_q2,500,4,20,0.27325833572873415,0,True,1,148,True,66,1,True,True,0,True,0.9,True,ld_sign,False,2.0,-4.237461363923676,0.014444213940959507,0.47175516808272516,6.0
common,lead_ld_q2,500,4,21,0.20171648441814366,0,True,0,400,True,346,1,True,True,0,True,1.0,True,fitted,True,0.0,-0.1504862737722683,0.8602895384564903,0.0,1.0
common,lead_ld_q2,500,4,21,0.20171648441814366,0,True,0,400,True,346,1,True,True,0,True,1.0,True,empirical_mode,True,0.0,-0.1504862737722683,0.8602895384564903,0.0,1.0
common,lead_ld_q2,500,4,21,0.20171648441814366,0,True,0,400,True,346,1,True,True,0,True,1.0,True,ld_sign,False,3.0,-5.076780021405105,0.006239969269296815,0.8540495691871934,5.0
common,lead_ld_q2,500,4,21,0.20171648441814366,0,True,1,100,True,81,1,True,True,0,True,0.8,True,fitted,True,0.0,-0.2224527350232579,0.800552843967585,0.0,1.0
common,lead_ld_q2,500,4,21,0.20171648441814366,0,True,1,100,True,81,1,True,True,0,True,0.8,True,empirical_mode,True,0.0,-0.2224527350232579,0.800552843967585,0.0,1.0
common,lead_ld_q2,500,4,21,0.20171648441814366,0,True,1,100,True,81,1,True,True,0,True,0.8,True,ld_sign,False,1.0,-1.6122066006101927,0.19944702822123422,0.6011058157463507,2.0
common,lead_ld_q2,500,4,22,0.21570334349302767,0,True,0,372,True,239,1,True,True,0,True,1.0,True,fitted,True,0.0,-0.4630766379825122,0.6293443989748834,0.0,1.0
common,lead_ld_q2,500,4,22,0.21570334349302767,0,True,0,372,True,239,1,True,True,0,True,1.0,True,empirical_mode,True,0.0,-0.4630766379825122,0.6293443989748834,0.0,1.0
common,lead_ld_q2,500,4,22,0.21570334349302767,0,True,0,372,True,239,1,True,True,0,True,1.0,True,ld_sign,False,2.0,-4.060419767414275,0.017241780058659797,0.6121026189162235,4.0
common,lead_ld_q2,500,4,22,0.21570334349302767,0,True,1,128,True,61,1,True,True,0,True,0.9,True,fitted,True,0.0,-0.6929328725647168,0.5001071654804137,0.0,1.0
common,lead_ld_q2,500,4,22,0.21570334349302767,0,True,1,128,True,61,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-0.6929328725647168,0.5001071654804137,0.0,1.0
common,lead_ld_q2,500,4,22,0.21570334349302767,0,True,1,128,True,61,1,True,True,0,True,0.9,True,ld_sign,False,1.0,-1.6800203051240836,0.1863701917311211,0.31373697374929255,3.0
common,lead_ld_q2,500,4,23,0.37310277940441117,0,True,0,311,True,105,1,True,True,0,True,0.9,True,fitted,True,0.0,-1.0771812658388535,0.3405541055102727,0.0,1.0
common,lead_ld_q2,500,4,23,0.37310277940441117,0,True,0,311,True,105,1,True,True,0,True,0.9,True,empirical_mode,True,0.0,-1.0771812658388535,0.3405541055102727,0.0,1.0
common,lead_ld_q2,500,4,23,0.37310277940441117,0,True,0,311,True,105,1,True,True,0,True,0.9,True,ld_sign,False,3.0,-4.761403399390696,0.008553596857655804,0.3320005086526169,5.0
common,lead_ld_q2,500,4,23,0.37310277940441117,0,True,1,189,True,184,1,True,True,0,True,0.8,True,fitted,True,0.0,-0.04618666787059267,0.9548637031794385,4.440892098500626e-16,1.0
common,lead_ld_q2,500,4,23,0.37310277940441117,0,True,1,189,True,184,1,True,True,0,True,0.8,True,empirical_mode,True,0.0,-0.04618666787059267,0.9548637031794385,4.440892098500626e-16,1.0
common,lead_ld_q2,500,4,23,0.37310277940441117,0,True,1,189,True,184,1,True,True,0,True,0.8,True,ld_sign,False,1.0,-4.311377902644376,0.013415052217454851,0.941448650961984,3.0
common,lead_ld_q2,500,4,24,0.3785163395346366,0,True,0,301,True,206,1,True,True,0,True,1.0,True,fitted,True,0.0,-0.40731816579717517,0.6654324387749119,0.0,1.0
common,lead_ld_q2,500,4,24,0.3785163395346366,0,True,0,301,True,206,1,True,True,0,True,1.0,True,empirical_mode,True,0.0,-0.40731816579717517,0.6654324387749119,0.0,1.0
common,lead_ld_q2,500,4,24,0.3785163395346366,0,True,0,301,True,206,1,True,True,0,True,1.0,True,ld_sign,False,4.0,-5.135862956641564,0.005881973426412013,0.6595504653484998,4.0
